Date,AAPL,JNJ,Brent
2019-01-03,-0.10492469378053729,-0.016018099898208175,0.01876296988211938
2019-01-04,0.04180345998211034,0.016644027092210124,0.0196449214588163
2019-01-07,-0.002228272280098144,-0.006435442155922905,0.004720709006303803
2019-01-08,0.018883641392501767,0.022960923351533283,0.02395632623565265
2019-01-09,0.01683893795068055,-0.007957248264061864,0.045280661392873726
2019-01-10,0.0031915826106776565,0.00603183078000412,0.003898667715126005
2019-01-11,-0.009867164392901003,0.00030794430393245764,-0.019647009900367003
2019-01-14,-0.015150844355552142,-0.011393831499598788,-0.024944757834037812
2019-01-15,0.02025998072355262,0.008383936868365858,0.027586764800556062
2019-01-16,0.012142802612626657,-0.010256709892962873,0.011151317757887446
2019-01-17,0.00591989090339275,0.008167255052549446,-0.002285705315919485
2019-01-18,0.006140775296502336,0.012318068014977226,0.024541116096048442
2019-01-22,-0.022702022340271927,-0.014567277163685857,-0.019324284994496097
2019-01-23,0.004036238102550336,0.0,-0.0058708683326356235
2019-01-24,-0.007957894987375052,-0.013837461147507774,-0.0008181173204053084
2019-01-25,0.032599647679128124,0.009402402141993034,0.008962811390609006
2019-01-28,-0.009297641884393613,0.005909370117936451,-0.028133780987742323
2019-01-29,-0.010418293829839966,0.010334657644165508,0.022928829464541608
2019-01-30,0.06610045174964563,0.010001312680431074,0.005367205334185172
2019-01-31,0.007175580477198674,0.01087951971996591,0.0038853515283686166
2019-02-01,0.0004804655473620486,0.008380818785749214,-0.00032321361035935023
2019-02-04,0.028009050400183366,-0.009884829377331148,0.010291124813514302
2019-02-05,0.016964820253671298,0.0,-0.00851477211861337
2019-02-06,0.00034429132795394383,0.0009025189509645627,0.011390178405880486
2019-02-07,-0.019120987832033687,-0.0071682757157374285,-0.017053141074570954
2019-02-08,0.001174488753172647,0.002647048103776483,0.007597182062869693
2019-02-11,-0.005767659575450967,-0.0030261705355624814,-0.009546228435543314
2019-02-12,0.008580446282011302,0.016231649145822858,0.01468597157563929
2019-02-13,-0.004163567808594269,0.002158920780917056,0.01888499277771698
2019-02-14,0.003636795801942833,-0.0010418523001006767,0.014979201626170592
2019-02-15,-0.0022272334509616854,0.015294838723939398,0.02568556295423412
2019-02-19,0.0029879857929257067,-0.005072396324456936,0.003014274367296156
2019-02-20,0.006414526661066556,0.004852498188622662,0.009436225017961517
2019-02-21,-0.005654074650475102,-0.0068443173731705725,-0.0001491186900519486
2019-02-22,0.011103369463214932,0.008676249538955664,0.0007452575178838218
2019-02-25,0.007258533971253596,0.003677322866784024,-0.03579394128310552
2019-02-26,0.0005735033956238703,-0.0006609183537661791,0.006924655569117942
2019-02-27,0.0030926615935519147,-0.0017647590619475388,0.017933616172208
2019-02-28,-0.009884455802540342,0.0056511721996769975,-0.0054372678182606675
2019-03-01,0.010456042263167264,0.012437068251386593,-0.0003028876564772579
2019-03-04,0.005017328884951246,0.0009391845867668157,-0.00516410574268912
2019-03-05,-0.001821637586393903,0.00209192608063756,0.00288911389541259
2019-03-06,-0.005770407149466728,0.0023033234534706503,0.0019718968076693232
2019-03-07,-0.011642321361084167,-0.006129716134632797,0.00468676019804871
2019-03-08,0.002374130129680585,-0.0013028745519846443,-0.008482407480412051
2019-03-11,0.03405552078146758,0.0036148288019498915,0.012696723907517499
2019-03-12,0.011172962944820817,0.004464398954663703,0.0013507895170703145
2019-03-13,0.004412413368826829,0.0016514559912889656,0.013113060418447517
2019-03-14,0.011055043909383794,-0.010020589907303359,-0.00474848317094676
2019-03-15,0.012924293630263234,-0.003047606493728724,-0.0010417396755509206
2019-03-18,0.010156568389860149,-0.0031299679052030995,0.005642141775285756
2019-03-19,-0.007956152641265861,0.009216047513616436,0.0010358816173634152
2019-03-20,0.008700915320729074,-0.008341705074345266,0.013077835138059308
2019-03-21,0.03616802198769456,0.005882707008228182,-0.00938697691781971
2019-03-22,-0.020925951423258985,-0.008654521116577241,-0.012306506191789095
2019-03-25,-0.012164332064553076,-0.0021934650033579063,0.0026817702014118273
2019-03-26,-0.010385727290229615,0.014245621500015633,0.011244416958003902
2019-03-27,0.008953801355099414,0.0009374419081871212,-0.0020618473652370107
2019-03-28,0.0013257721033474981,0.0012967411121617845,-0.00014746975504730705
2019-03-29,0.0064964889617248325,0.0065315340606434255,0.008369473987729133
2019-04-01,0.006768141893722033,-0.0058113799191829895,-0.0005850653399633191
2019-04-02,0.014432048533267192,-0.009179947572396718,0.014812996144966239
2019-04-03,0.006831769679610882,-0.003929074416992744,-0.0008653762849861895
2019-04-04,0.0017391076812063027,-0.011732876287277195,0.0012977287940380946
2019-04-05,0.0066716484853401314,0.0044893171239921625,0.013453685483377718
2019-04-08,0.015613478192096693,-0.0002937163662420661,0.010746740365305407
2019-04-09,-0.003003016575549884,-0.004195600757750036,-0.006915529175932217
2019-04-10,0.005598382528511002,7.364919511603548e-05,0.015737330765680815
2019-04-11,-0.00835882021816676,-0.002732713145166945,-0.012626451320986847
2019-04-12,-0.0004022464978988577,0.005678549992887911,0.010113883037628627
2019-04-15,0.001808359074940821,0.003963391512381887,-0.005184664285132205
2019-04-16,0.00010047463733865767,0.010927573130990156,0.007557781387904967
2019-04-17,0.019285791228611023,0.003616443105000036,-0.0013952628376744374
2019-04-18,0.0035874910343874607,-0.007245503720724643,0.004874979561332032
2019-04-22,0.003280849739351667,0.002251412512895596,0.028356117589613764
2019-04-23,0.014320309397445524,0.014906630425788986,0.006327873165418013
2019-04-24,-0.0015431823981778023,-0.005015998673761755,0.0008049042272076805
2019-04-25,-0.009116624862350245,0.0032276542599884873,-0.0029546250799829714
2019-04-26,-0.0047854295051338236,0.005284844710100484,-0.0300363460146641
2019-04-29,0.0015163545902983063,-0.0039250762411863335,-0.0015257733522299752
2019-04-30,-0.019444017053000643,0.00967850621241868,0.010494464106037212
2019-05-01,0.04791876687770804,0.005297386946562008,-0.00013740141457032126
2019-05-02,-0.0065289428848651935,-0.004731144472007572,-0.028426059184472198
2019-05-03,0.012354731218204114,0.005153597551205347,0.0014124080765898453
2019-05-06,-0.015563143953171361,0.0005631984155264535,0.0054894838351330225
2019-05-07,-0.027327034564370363,-0.015032549990591238,-0.019274982473479717
2019-05-08,0.00019687515444456556,-0.00128657353157415,0.0069876290474481986
2019-05-09,-0.010802320683002232,-0.007611887789255155,0.00028412394000363244
2019-05-10,-0.01395013746333613,0.0023037980410586657,0.003262230443608004
2019-05-13,-0.05987683491201806,-0.013393575211143063,-0.005537811422582254
2019-05-14,0.015706278380597474,-0.00277357053944704,0.014278810465002028
2019-05-15,0.011908059992248041,0.0006573619211363668,0.007412086233416617
2019-05-16,-0.004409464473646383,0.009450798867305429,0.011773889138991876
2019-05-17,-0.005698091839505177,0.002889797859275639,-0.005661876023066196
2019-05-20,-0.03176906899952258,-0.0013717801665126454,-0.0033291453034220955
2019-05-21,0.01898930447771835,-0.002169510785094119,0.0029136209616350346
2019-05-22,-0.02068401116379509,0.004622957572480251,-0.016624011483322376
2019-05-23,-0.017216952281372756,0.00739561023019588,-0.04656691008908053
2019-05-24,-0.0038480930493497737,7.205135914065435e-05,0.013631581897949916
2019-05-28,-0.004143391394002802,-0.012902621026502059,0.020461782156331963
2019-05-29,-0.004780506196282384,-0.042778475889937426,-0.0094584206659494
2019-05-30,0.005173232492362411,0.005921582328057251,-0.03785654811921186
2019-05-31,-0.018281441296849867,-0.007293329693189243,-0.036240337242045215
2019-06-03,-0.010161888179252558,0.002208917501528228,-0.000620457862882993
2019-06-04,0.03593064473224806,0.017272287691114743,-0.039239265362107166
