OCCUR_DATE,OCCUR_TIME,BORO,X_COORD_CD,Y_COORD_CD,GRID_ID
2006-03-29,20:05:00,MANHATTAN,990905.25,204076.53125,50_52
2006-03-29,04:50:00,BROOKLYN,1015004.0,177978.0,66_34
2006-03-31,17:16:00,BROOKLYN,999849.375,193275.859375,56_45
2006-03-31,01:13:00,MANHATTAN,996856.375,226458.0,54_67
2006-03-31,01:13:00,MANHATTAN,996856.375,226458.0,54_67
2006-03-31,14:27:00,BROOKLYN,989297.5625,194784.546875,49_46
2006-03-31,14:27:00,BROOKLYN,989297.5625,194784.546875,49_46
2006-03-31,01:13:00,MANHATTAN,996856.375,226458.0,54_67
2006-04-01,03:47:00,MANHATTAN,986109.375,210621.609375,47_56
2006-04-01,13:15:00,BROOKLYN,1016963.0,182175.546875,68_37
2006-04-01,13:15:00,BROOKLYN,1016963.0,182175.546875,68_37
2006-04-01,21:39:00,BROOKLYN,1012853.4375,176538.171875,65_33
2006-04-01,23:07:00,QUEENS,1057636.0,203954.0,95_52
2006-04-01,13:15:00,BROOKLYN,1016963.0,182175.546875,68_37
2006-04-01,22:20:00,BRONX,1020572.0,250574.0,70_83
2006-04-01,13:15:00,BROOKLYN,1016963.0,182175.546875,68_37
2006-04-02,06:15:00,BRONX,1030251.125,254038.0,76_85
2006-04-02,04:24:00,BRONX,1006533.9375,241463.078125,61_77
2006-04-02,06:15:00,BRONX,1030251.125,254038.0,76_85
2006-04-02,06:15:00,BRONX,1030251.125,254038.0,76_85
2006-04-02,04:20:00,MANHATTAN,998329.625,230186.9375,55_69
2006-04-02,06:15:00,BRONX,1030251.125,254038.0,76_85
2006-04-02,03:47:00,MANHATTAN,1001936.0,245282.0,58_79
2006-04-02,03:47:00,MANHATTAN,1001936.0,245282.0,58_79
2006-04-02,03:47:00,MANHATTAN,1001936.0,245282.0,58_79
2006-04-02,04:24:00,BRONX,1006533.9375,241463.078125,61_77
2006-04-03,12:58:00,MANHATTAN,999582.0,238563.0,56_75
2006-04-03,00:42:00,BRONX,1021100.8125,244445.609375,70_79
2006-04-03,14:58:00,BROOKLYN,989364.5625,190352.15625,49_43
2006-04-03,23:32:00,BROOKLYN,1004516.8125,178362.96875,59_35
2006-04-04,19:15:00,BRONX,1013478.875,239277.53125,65_75
2006-04-04,04:22:00,MANHATTAN,998721.875,236169.078125,55_73
2006-04-04,22:10:00,BROOKLYN,1009646.3125,177307.28125,63_34
2006-04-05,19:45:00,MANHATTAN,986445.6875,198438.0625,47_48
2006-04-05,22:24:00,QUEENS,1051042.25,197924.265625,90_48
2006-04-06,00:50:00,BROOKLYN,1000753.75,192579.75,57_44
2006-04-06,20:54:00,MANHATTAN,997376.0,233927.0,54_72
2006-04-06,19:52:00,MANHATTAN,999452.6875,228508.328125,56_68
2006-04-06,19:52:00,MANHATTAN,999452.6875,228508.328125,56_68
2006-04-06,21:22:00,BROOKLYN,1000565.1875,196255.765625,57_46
2006-04-07,21:00:00,BROOKLYN,1017569.0,184949.0,68_39
2006-04-08,00:45:00,BRONX,1012997.25,252273.984375,65_84
2006-04-08,02:35:00,QUEENS,1047726.125,187712.625,88_41
2006-04-08,07:20:00,BROOKLYN,1014483.625,181357.15625,66_37
2006-04-08,16:59:00,QUEENS,1032198.0,217060.0,78_60
2006-04-08,04:59:00,BROOKLYN,1018081.0,185046.0,68_39
2006-04-08,02:35:00,QUEENS,1047726.125,187712.625,88_41
