Date,JNJ,Brent
2019-01-03,-0.016018031002615205,0.01876296988211938
2019-01-04,0.016644027092210124,0.0196449214588163
2019-01-07,-0.006435580749943345,0.004720709006303803
2019-01-08,0.022961197393564652,0.02395632623565265
2019-01-09,-0.007957451977131607,0.045280661392873726
2019-01-10,0.006031831190528054,0.003898667715126005
2019-01-11,0.00030821565936786237,-0.019647009900367003
2019-01-14,-0.011394172222399574,-0.024944757834037812
2019-01-15,0.008384006052143511,0.027586764800556062
2019-01-16,-0.010256710594401185,0.011151317757887446
2019-01-17,0.008167051070347648,-0.002285705315919485
2019-01-18,0.012318475428193986,0.024541116096048442
2019-01-22,-0.014567138519353536,-0.019324284994496097
2019-01-23,0.0,-0.0058708683326356235
2019-01-24,-0.013837595911110214,-0.0008181173204053084
2019-01-25,0.009402263569808859,0.008962811390609006
2019-01-28,0.005909233651357889,-0.028133780987742323
2019-01-29,0.010334861642490353,0.022928829464541608
2019-01-30,0.01000124514868487,0.005367205334185172
2019-01-31,0.01087951971996591,0.0038853515283686166
2019-02-01,0.008380687617161165,-0.00032321361035935023
2019-02-04,-0.009884499501380735,0.010291124813514302
2019-02-05,0.0,-0.00851477211861337
2019-02-06,0.0009024525956774,0.011390178405880486
2019-02-07,-0.007168541372049982,-0.017053141074570954
2019-02-08,0.002647048456172691,0.007597182062869693
2019-02-11,-0.0030257041968347045,-0.009546228435543314
2019-02-12,0.016231118947394915,0.01468597157563929
2019-02-13,0.0021591175924584784,0.01888499277771698
2019-02-14,-0.0010414591165920936,0.014979201626170592
2019-02-15,0.015294316468535105,0.02568556295423412
2019-02-19,-0.005072202388436187,0.003014274367296156
2019-02-20,0.004852110573762677,0.009436225017961517
2019-02-21,-0.006843929628984292,-0.0001491186900519486
2019-02-22,0.008675669089424803,0.0007452575178838218
2019-02-25,0.0036780309093185043,-0.03579394128310552
2019-02-26,-0.0006610467022901501,0.006924655569117942
2019-02-27,-0.0017650163540905333,0.017933616172208
2019-02-28,0.00565162120890636,-0.0054372678182606675
2019-03-01,0.012436812296368957,-0.0003028876564772579
2019-03-04,0.000939310863822443,-0.00516410574268912
2019-03-05,0.002091925816751475,0.00288911389541259
2019-03-06,0.002303448886794167,0.0019718968076693232
2019-03-07,-0.006130220573711971,0.00468676019804871
2019-03-08,-0.0013028748818170442,-0.008482407480412051
2019-03-11,0.0036150821243684087,0.012696723907517499
2019-03-12,0.0044649643434646275,0.0013507895170703145
2019-03-13,0.00165101603715034,0.013113060418447517
2019-03-14,-0.010020778690927065,-0.00474848317094676
2019-03-15,-0.003047479602453182,-0.0010417396755509206
2019-03-18,-0.0031300951890328686,0.005642141775285756
2019-03-19,0.009216111255132017,0.0010358816173634152
2019-03-20,-0.008341705074345266,0.013077835138059308
2019-03-21,0.005882707008228182,-0.00938697691781971
2019-03-22,-0.008654265666306143,-0.012306506191789095
2019-03-25,-0.0021935924480171367,0.0026817702014118273
2019-03-26,0.014245556591915747,0.011244416958003902
